DATE,RAINFALL (mm),Max Temp (°C),Min Temp (°C),Mean Temp (°C),Soil Temp @ 50cm (°C) ,Sunshine Hours,Evaporation (mm)
13-May-2018,,31.00,23.00,27.0,29.00,2.40,3.00
14-May-2018,22.80,31.00,24.00,27.5,29.00,4.50,6.00
15-May-2018,,33.00,22.00,27.5,28.50,2.10,0.00
16-May-2018,3.50,33.00,25.00,29.0,30.00,5.70,3.00
17-May-2018,,33.00,22.00,27.5,29.50,4.00,4.00
18-May-2018,,28.00,22.00,25.0,29.00,1.60,4.00
19-May-2018,,32.00,22.50,27.3,29.00,6.80,7.00
20-May-2018,,32.00,22.00,27.0,29.00,4.30,4.00
21-May-2018,,32.50,25.00,28.8,30.00,7.20,3.00
22-May-2018,29.40,32.00,24.00,28.0,29.50,7.30,5.00
23-May-2018,,32.00,21.50,26.8,29.00,6.30,2.00
24-May-2018,,31.00,23.00,27.0,29.00,5.20,3.00
25-May-2018,6.70,33.00,21.00,27.0,29.50,2.30,2.00
26-May-2018,1.19,33.00,22.00,27.5,30.00,6.40,1.00
27-May-2018,13.10,30.00,22.00,26.0,30.00,5.30,3.00
28-May-2018,,32.00,223.00,127.5,29.00,4.60,3.00
29-May-2018,,32.00,24.00,28.0,29.50,5.50,2.00
30-May-2018,,29.00,22.00,25.5,29.00,1.30,0.00
31-May-2018,,30.00,23.00,26.5,29.00,2.10,1.00
1-Jun-2018,,31.00,23.50,27.3,29.50,4.60,2.00
2-Jun-2018,,33.00,22.00,27.5,29.50,5.00,5.00
3-Jun-2018,3.00,29.00,21.50,25.3,28.50,0.00,4.00
4-Jun-2018,,31.50,23.50,27.5,29.00,4.70,6.00
5-Jun-2018,,32.00,23.00,27.5,30.00,4.50,3.00
6-Jun-2018,,33.00,24.00,28.5,29.50,5.10,4.00
7-Jun-2018,,28.50,21.00,24.8,29.00,1.10,1.00
8-Jun-2018,22.80,33.00,22.00,27.5,28.50,6.30,2.00
9-Jun-2018,,33.00,24.50,28.8,29.50,5.20,4.00
10-Jun-2018,12.30,25.50,24.00,24.8,29.00,2.20,5.00
11-Jun-2018,,29.00,21.50,25.3,28.00,3.00,2.00
12-Jun-2018,,31.50,24.00,27.8,28.50,4.30,3.00
13-Jun-2018,9.60,33.00,24.00,28.5,29.50,7.80,4.00
14-Jun-2018,12.30,32.00,23.50,27.8,29.00,3.00,3.00
15-Jun-2018,,31.00,21.00,26.0,28.50,4.20,3.00
16-Jun-2018,,32.00,23.00,27.5,29.50,7.10,5.00
17-Jun-2018,,32.00,23.00,27.5,29.00,3.10,2.00
18-Jun-2018,,31.00,22.00,26.5,29.00,3.50,4.00
19-Jun-2018,,29.00,22.00,25.5,29.00,1.20,2.00
20-Jun-2018,72.70,29.00,22.00,25.5,29.00,4.50,3.00
21-Jun-2018,,27.00,20.00,23.5,27.00,4.80,2.00
22-Jun-2018,,28.00,22.00,25.0,28.00,0.70,2.00
23-Jun-2018,9.80,29.00,22.50,25.8,28.00,2.10,3.00
24-Jun-2018,,26.00,22.00,24.0,28.00,0.30,1.00
25-Jun-2018,5.40,30.00,22.00,26.0,27.50,0.50,1.00
26-Jun-2018,10.40,30.00,23.00,26.5,28.00,3.10,1.00
27-Jun-2018,,30.00,23.00,26.5,28.50,3.30,2.00
28-Jun-2018,14.60,30.00,23.50,26.8,29.00,7.70,1.00
29-Jun-2018,,31.00,24.00,27.5,29.00,3.80,2.00
30-Jun-2018,,31.00,23.00,27.0,28.50,2.50,1.00
1-Jul-2018,73.80,30.00,22.00,26.0,27.50,1.70,1.00
2-Jul-2018,2.00,25.00,23.00,24.0,27.50,0.00,1.00
3-Jul-2018,4.20,30.00,23.00,26.5,28.00,1.60,1.00
4-Jul-2018,2.30,28.00,23.00,25.5,28.00,0.50,1.00
5-Jul-2018,2.30,30.00,23.00,26.5,28.00,1.00,1.00
6-Jul-2018,0.40,30.00,24.00,27.0,28.50,2.00,1.00
7-Jul-2018,6.60,31.00,23.50,27.3,28.50,6.30,3.00
8-Jul-2018,,31.00,24.00,27.5,29.00,4.60,3.00
9-Jul-2018,,31.00,23.00,27.0,29.00,4.30,2.00
10-Jul-2018,,31.00,23.00,27.0,29.00,6.80,3.00
11-Jul-2018,,31.50,23.00,27.3,28.50,5.60,3.00
12-Jul-2018,3.10,31.00,23.50,27.3,29.00,6.20,2.00
13-Jul-2018,2.50,31.00,23.00,27.0,28.00,6.30,2.00
14-Jul-2018,6.40,30.00,25.00,27.5,28.00,5.70,1.00
15-Jul-2018,3.60,28.50,23.00,25.8,28.00,3.60,3.00
16-Jul-2018,,28.00,23.00,25.5,28.00,0.70,2.00
17-Jul-2018,1.90,30.00,23.00,26.5,28.00,3.20,3.00
18-Jul-2018,,30.00,23.00,26.5,28.00,4.60,1.00
19-Jul-2018,,29.00,23.50,26.3,28.50,3.10,1.00
20-Jul-2018,70.70,30.00,21.50,25.8,27.00,1.40,1.00
21-Jul-2018,,30.00,23.00,26.5,27.00,2.50,2.00
22-Jul-2018,3.80,30.00,23.00,26.5,27.00,2.50,2.00
23-Jul-2018,,29.00,22.00,25.5,27.50,1.40,2.00
24-Jul-2018,,27.00,25.00,26.0,27.50,2.40,3.00
25-Jul-2018,4.40,29.00,23.00,26.0,27.50,3.10,2.00
26-Jul-2018,,28.00,23.00,25.5,27.50,4.20,1.00
27-Jul-2018,,28.00,23.00,25.5,28.00,3.10,3.00
28-Jul-2018,,30.00,23.00,26.5,28.50,1.30,2.00
29-Jul-2018,34.90,31.50,22.00,26.8,28.00,4.70,2.00
30-Jul-2018,,28.00,22.00,25.0,27.50,0.20,3.00
31-Jul-2018,,28.00,22.00,25.0,27.00,5.10,0.00
1-Aug-2018,,28.00,22.00,25.0,27.00,0.50,3.00
2-Aug-2018,,28.50,22.00,25.3,28.00,1.20,2.00
3-Aug-2018,,28.00,22.00,25.0,28.50,1.30,2.00
4-Aug-2018,,28.00,23.00,25.5,27.50,2.10,1.00
5-Aug-2018,,29.00,24.00,26.5,29.00,4.00,3.00
6-Aug-2018,,31.00,21.00,26.0,27.50,7.60,3.00
7-Aug-2018,,27.00,22.00,24.5,28.00,1.10,4.00
8-Aug-2018,,29.00,23.00,26.0,29.00,3.10,2.00
9-Aug-2018,,31.00,21.00,26.0,28.00,4.30,2.00
10-Aug-2018,1.40,30.00,23.00,26.5,27.50,2.20,4.00
11-Aug-2018,,30.00,23.00,26.5,27.50,0.70,2.00
12-Aug-2018,7.60,30.00,23.00,26.5,28.00,6.10,3.00
13-Aug-2018,,31.00,23.00,27.0,27.50,1.30,3.00
14-Aug-2018,,29.50,24.50,27.0,27.50,1.50,2.00
15-Aug-2018,,30.00,22.50,26.3,27.50,2.60,2.00
16-Aug-2018,,30.00,23.00,26.5,27.50,2.10,1.00
17-Aug-2018,48.10,29.50,23.00,26.3,27.00,1.80,2.00
18-Aug-2018,,29.00,22.50,25.8,27.50,1.60,3.00
19-Aug-2018,,30.00,23.00,26.5,28.00,1.30,2.00
20-Aug-2018,,30.00,22.00,26.0,27.00,0.60,1.00
21-Aug-2018,21.30,27.00,22.00,24.5,27.00,0.00,0.50
22-Aug-2018,24.60,28.00,22.00,25.0,27.00,0.00,1.00
23-Aug-2018,1.50,29.00,23.00,26.0,27.00,0.50,2.00
24-Aug-2018,,28.00,22.00,25.0,27.00,2.20,1.00
25-Aug-2018,,27.00,23.00,25.0,27.00,0.00,2.00
26-Aug-2018,,27.00,23.00,25.0,27.00,1.20,1.00
27-Aug-2018,22.60,29.00,22.00,25.5,27.00,1.10,0.00
28-Aug-2018,,29.50,23.00,26.3,27.50,1.30,1.00
29-Aug-2018,,29.00,22.00,25.5,27.00,1.50,1.00
30-Aug-2018,35.30,30.00,23.00,26.5,27.50,1.80,4.00
31-Aug-2018,,30.00,22.00,26.0,27.50,2.60,0.50
1-Sep-2018,,28.00,24.00,26.0,27.50,1.30,1.00
2-Sep-2018,14.90,27.00,23.00,25.0,27.50,0.30,2.00
3-Sep-2018,1.20,28.50,23.00,25.8,27.50,1.00,2.00
4-Sep-2018,6.60,28.50,23.00,25.8,26.50,0.30,1.00
5-Sep-2018,,30.00,22.00,26.0,27.50,0.50,2.00
6-Sep-2018,6.70,29.50,23.50,26.5,27.50,1.80,3.00
7-Sep-2018,65.20,27.00,23.50,25.3,27.50,0.00,0.00
8-Sep-2018,21.80,28.00,21.00,24.5,27.00,0.00,0.00
9-Sep-2018,1.60,30.00,23.00,26.5,27.00,0.50,1.00
10-Sep-2018,3.80,30.00,23.00,26.5,27.00,1.20,1.00
11-Sep-2018,20.70,30.00,21.00,25.5,27.00,0.70,2.00
12-Sep-2018,,31.00,23.00,27.0,27.50,3.80,2.00
13-Sep-2018,,31.00,23.00,27.0,27.00,4.50,3.00
14-Sep-2018,,31.00,20.00,25.5,28.00,3.60,2.00
15-Sep-2018,,31.00,22.50,26.8,28.00,5.50,3.00
16-Sep-2018,19.70,29.00,25.00,27.0,28.00,6.10,1.00
17-Sep-2018,,32.00,22.50,27.3,28.00,5.30,4.00
18-Sep-2018,,32.00,23.50,27.8,29.00,4.70,2.00
19-Sep-2018,,32.00,22.00,27.0,28.00,0.50,2.00
20-Sep-2018,47.20,32.00,24.00,28.0,29.00,6.30,3.00
21-Sep-2018,,33.00,22.00,27.5,28.00,5.30,1.00
22-Sep-2018,38.00,32.00,22.00,27.0,27.50,3.10,2.00
23-Sep-2018,16.50,30.00,23.00,26.5,27.50,4.20,1.00
24-Sep-2018,1.10,29.50,21.00,25.3,27.50,4.10,1.00
25-Sep-2018,,31.00,24.00,27.5,29.00,1.70,1.00
26-Sep-2018,,30.00,23.00,26.5,28.50,0.50,2.00
27-Sep-2018,5.00,31.00,24.00,27.5,28.50,5.50,4.00
28-Sep-2018,,32.00,24.00,28.0,28.50,4.80,2.00
29-Sep-2018,,30.00,25.00,27.5,29.00,3.90,1.00
30-Sep-2018,,31.00,25.00,28.0,28.50,4.30,2.00
1-Oct-2018,13.20,30.00,20.00,25.0,27.50,4.60,1.00
2-Oct-2018,,31.00,21.00,26.0,28.00,3.80,1.00
3-Oct-2018,32.00,31.00,23.00,27.0,28.50,5.40,2.00
4-Oct-2018,,32.00,23.00,27.5,28.50,3.80,1.00
5-Oct-2018,1.70,31.00,24.50,27.8,29.00,3.20,1.00
6-Oct-2018,,34.50,23.00,28.8,28.50,2.10,3.00
7-Oct-2018,29.70,31.50,24.00,27.8,27.00,3.10,2.00
8-Oct-2018,,32.50,21.50,27.0,28.00,2.20,3.00
9-Oct-2018,26.80,31.50,23.00,27.3,28.50,5.20,2.00
10-Oct-2018,2.00,32.50,22.00,27.3,28.50,4.80,1.00
11-Oct-2018,,30.50,21.50,26.0,28.50,1.20,2.00
12-Oct-2018,,31.50,22.00,26.8,29.00,5.20,2.00
13-Oct-2018,3.10,31.00,23.50,27.3,"28,5",0.50,3.00
14-Oct-2018,,31.00,23.00,27.0,29.00,3.20,3.00
15-Oct-2018,,32.00,22.50,27.3,28.50,5.70,2.00
16-Oct-2018,14.40,33.00,23.50,28.3,29.00,4.60,1.00
17-Oct-2018,,28.00,20.00,24.0,28.00,2.10,2.00
18-Oct-2018,,33.00,22.00,27.5,28.50,4.90,4.00
19-Oct-2018,,32.00,24.00,28.0,29.00,5.50,1.00
20-Oct-2018,,32.00,23.00,27.5,29.00,6.20,5.00
21-Oct-2018,,32.00,23.00,27.5,29.00,6.30,3.00
22-Oct-2018,6.10,34.00,23.50,28.8,29.00,4.30,4.00
23-Oct-2018,,31.50,21.50,26.5,28.50,3.20,1.00
24-Oct-2018,1.10,32.00,27.00,29.5,29.00,5.30,3.00
25-Oct-2018,,30.50,23.50,27.0,29.00,0.50,3.00
26-Oct-2018,,32.50,25.00,28.8,29.00,5.70,4.00
27-Oct-2018,14.20,34.50,21.00,27.8,28.50,5.50,3.00
28-Oct-2018,,30.50,22.50,26.5,28.50,1.30,5.00
29-Oct-2018,29.10,33.50,22.00,27.8,28.00,7.00,4.00
30-Oct-2018,,33.00,22.50,27.8,29.00,0.80,4.00
31-Oct-2018,,33.00,22.00,27.5,29.00,7.20,3.00
1-Nov-2018,,34.00,23.00,28.5,30.00,7.20,3.00
2-Nov-2018,,33.50,23.00,28.3,30.00,5.10,4.00
3-Nov-2018,2.70,33.50,23.00,28.3,30.00,3.20,3.00
4-Nov-2018,,32.00,22.00,27.0,29.00,5.10,3.00
5-Nov-2018,,30.00,23.00,26.5,29.00,5.50,2.00
6-Nov-2018,6.30,30.00,24.00,27.0,30.00,1.20,2.00
7-Nov-2018,,30.00,23.00,26.5,30.00,2.50,2.00
8-Nov-2018,9.70,29.50,24.00,26.8,30.00,3.20,3.00
9-Nov-2018,,34.00,21.50,27.8,30.00,3.10,1.00
10-Nov-2018,17.30,32.00,22.00,27.0,29.00,4.40,3.00
11-Nov-2018,,30.00,23.00,26.5,29.00,5.10,4.00
12-Nov-2018,,33.50,23.00,28.3,29.50,5.40,3.00
13-Nov-2018,,34.00,23.00,28.5,30.00,7.00,3.00
14-Nov-2018,,34.00,23.00,28.5,30.00,7.30,5.00
15-Nov-2018,,35.00,26.00,30.5,30.00,5.20,2.00
16-Nov-2018,,29.50,22.50,26.0,28.00,0.20,2.00
17-Nov-2018,,33.00,23.50,28.3,29.50,5.10,2.00
18-Nov-2018,,30.00,23.50,26.8,29.50,5.20,5.00
19-Nov-2018,,35.00,24.00,29.5,29.50,4.30,4.00
20-Nov-2018,,32.00,24.00,28.0,30.00,2.90,3.00
21-Nov-2018,,32.00,23.50,27.8,30.00,2.60,4.00
22-Nov-2018,,34.00,24.50,29.3,30.00,2.40,4.00
23-Nov-2018,,33.50,24.00,28.8,30.00,3.10,4.00
24-Nov-2018,,34.00,23.50,28.8,30.00,7.10,6.00
25-Nov-2018,,34.00,24.50,29.3,30.00,6.50,5.00
26-Nov-2018,,35.00,25.00,30.0,30.00,7.20,4.00
27-Nov-2018,,34.00,25.00,29.5,30.00,6.30,4.00
28-Nov-2018,,35.00,25.00,30.0,30.00,4.80,4.00
29-Nov-2018,,35.00,25.00,30.0,30.00,3.70,4.00
30-Nov-2018,,35.50,24.50,30.0,30.00,6.40,4.00
1-Dec-2018,0.00,35.00,24.00,29.5,31.00,5.60,6.00
2-Dec-2018,0.00,34.00,25.00,29.5,31.00,6.00,3.00
3-Dec-2018,0.00,36.00,26.00,31.0,30.00,4.30,4.00
4-Dec-2018,0.00,36.50,21.00,28.8,29.50,3.40,5.00
5-Dec-2018,0.00,34.00,23.00,28.5,30.00,3.00,4.00
6-Dec-2018,0.00,33.00,24.00,28.5,30.00,4.10,4.00
7-Dec-2018,0.00,36.00,19.00,27.5,29.50,6.20,3.00
8-Dec-2018,0.00,34.00,20.00,27.0,29.50,4.00,6.00
9-Dec-2018,0.00,34.50,20.00,27.3,29.50,3.30,4.00
10-Dec-2018,0.00,35.00,21.00,28.0,30.00,2.40,5.00
11-Dec-2018,0.00,35.00,22.00,28.5,30.00,3.20,4.00
12-Dec-2018,0.00,34.50,21.00,27.8,30.00,4.30,5.00
13-Dec-2018,0.00,34.00,22.00,28.0,31.00,1.70,4.00
14-Dec-2018,0.00,35.00,22.00,28.5,31.00,4.60,5.00
15-Dec-2018,0.00,33.00,21.50,27.3,31.00,5.30,4.00
16-Dec-2018,0.00,36.50,23.00,29.8,31.00,6.20,4.00
17-Dec-2018,0.00,36.00,23.00,29.5,31.00,6.00,5.00
18-Dec-2018,0.00,36.50,23.50,30.0,31.50,5.80,5.00
19-Dec-2018,0.00,26.50,22.50,24.5,32.00,6.10,5.00
20-Dec-2018,0.00,35.00,23.00,29.0,31.50,6.30,4.00
21-Dec-2018,0.00,32.00,23.00,27.5,32.00,5.10,5.00
22-Dec-2018,0.00,30.50,20.00,25.3,30.50,3.60,4.00
23-Dec-2018,0.00,31.00,22.00,26.5,30.50,4.30,6.00
24-Dec-2018,0.00,33.00,18.00,25.5,30.00,4.10,5.00
25-Dec-2018,0.00,34.00,19.00,26.5,30.00,3.70,3.00
26-Dec-2018,0.00,36.00,19.00,27.5,30.00,4.10,4.00
27-Dec-2018,0.00,34.00,19.00,26.5,30.00,3.20,4.00
28-Dec-2018,0.00,36.00,19.00,27.5,39.50,3.10,4.00
29-Dec-2018,0.00,36.00,20.00,28.0,30.50,2.70,5.00
30-Dec-2018,0.00,36.00,22.00,29.0,30.00,3.10,6.00
31-Dec-2018,0.00,36.30,22.50,29.4,32.00,4.20,5.00
1-Jan-2019,,35.00,22.00,28.5,31.00,3.50,5.00
2-Jan-2019,,37.00,19.00,28.0,31.00,4.20,6.00
3-Jan-2019,,31.50,19.00,25.3,31.00,4.70,5.00
4-Jan-2019,,31.00,20.00,25.5,31.00,4.80,5.00
5-Jan-2019,,30.00,21.00,25.5,31.00,5.50,4.00
6-Jan-2019,,37.00,18.50,27.8,30.50,6.60,5.00
7-Jan-2019,,37.00,20.00,28.5,30.50,4.30,5.00
8-Jan-2019,,36.00,21.00,28.5,30.00,4.60,5.00
9-Jan-2019,,36.00,19.00,27.5,30.50,5.10,3.00
10-Jan-2019,,36.00,20.00,28.0,31.00,4.30,3.00
11-Jan-2019,,36.00,21.00,28.5,31.00,3.80,4.00
12-Jan-2019,,35.00,20.00,27.5,30.50,5.20,4.00
13-Jan-2019,,36.00,24.00,30.0,31.00,4.30,5.00
14-Jan-2019,,35.00,24.00,29.5,31.00,5.10,4.00
15-Jan-2019,,35.00,24.00,29.5,31.50,0.50,3.00
16-Jan-2019,,37.00,25.00,31.0,32.00,4.20,6.00
17-Jan-2019,,36.50,24.50,30.5,32.50,3.80,4.00
18-Jan-2019,,37.00,26.00,31.5,33.00,3.70,4.00
19-Jan-2019,,36.50,23.00,29.8,33.00,2.80,6.00
20-Jan-2019,,35.00,25.00,30.0,32.50,2.60,5.00
21-Jan-2019,,35.00,24.00,29.5,33.00,4.00,4.00
22-Jan-2019,,36.00,21.00,28.5,32.00,4.10,4.00
23-Jan-2019,,36.50,26.00,31.3,33.00,6.00,3.00
24-Jan-2019,5.50,37.00,25.00,31.0,33.00,4.30,7.00
25-Jan-2019,,30.00,21.00,25.5,30.50,0.50,4.00
26-Jan-2019,,36.50,24.00,30.3,31.00,6.20,4.00
27-Jan-2019,,36.80,25.00,30.9,31.00,5.30,5.00
28-Jan-2019,,36.00,25.00,30.5,31.50,6.40,4.00
29-Jan-2019,3.50,36.50,25.00,30.8,31.00,1.20,2.00
30-Jan-2019,,34.00,23.50,28.8,30.50,2.10,3.00
31-Jan-2019,,34.50,24.00,29.3,30.50,3.30,3.00
1-Feb-2019,,35.00,25.00,30.0,30.50,3.00,
2-Feb-2019,,36.00,25.50,30.8,32.00,3.60,
3-Feb-2019,,36.00,23.50,29.8,31.00,1.10,
4-Feb-2019,,35.00,24.00,29.5,32.00,4.20,
5-Feb-2019,,36.00,26.00,31.0,33.00,5.80,
6-Feb-2019,,37.00,25.00,31.0,33.00,6.20,
7-Feb-2019,,36.00,25.50,30.8,33.00,5.40,
8-Feb-2019,,31.50,23.50,27.5,33.00,5.20,
9-Feb-2019,,37.00,22.50,29.8,32.00,0.50,
10-Feb-2019,,37.00,21.00,29.0,32.50,5.30,
11-Feb-2019,,37.00,21.00,29.0,32.00,4.90,
12-Feb-2019,,36.00,23.00,29.5,31.50,4.60,
13-Feb-2019,,36.00,24.00,30.0,32.00,2.00,
14-Feb-2019,,36.00,24.00,30.0,32.50,1.50,
15-Feb-2019,,36.00,22.50,29.3,32.50,0.30,
16-Feb-2019,,37.00,22.50,29.8,31.50,0.50,
17-Feb-2019,,37.00,25.50,31.3,33.00,4.20,
18-Feb-2019,,36.50,26.00,31.3,33.00,0.50,
19-Feb-2019,,37.00,25.00,31.0,32.00,2.10,
20-Feb-2019,,37.00,26.00,31.5,32.50,2.30,
21-Feb-2019,,38.00,26.00,32.0,32.50,5.90,
22-Feb-2019,,38.00,26.00,32.0,33.50,3.80,
23-Feb-2019,,35.00,25.00,30.0,33.50,4.50,
24-Feb-2019,71.30,36.50,22.00,29.3,32.00,4.30,
25-Feb-2019,,33.50,24.00,28.8,29.50,4.50,
26-Feb-2019,7.70,32.50,23.00,27.8,30.00,2.60,
27-Feb-2019,,33.50,23.00,28.3,29.50,2.40,
28-Feb-2019,,33.50,23.50,28.5,31.00,4.60,
1-Mar-2019,,34.00,21.50,27.8,29.50,4.10,
2-Mar-2019,,32.00,24.00,28.0,29.50,2.10,
3-Mar-2019,,26.50,24.00,25.3,31.00,6.60,
4-Mar-2019,,35.00,25.00,30.0,30.50,5.80,
5-Mar-2019,,35.00,25.50,30.3,31.00,5.10,
6-Mar-2019,,35.00,23.00,29.0,31.00,5.50,
7-Mar-2019,,35.00,22.00,28.5,30.50,6.70,
8-Mar-2019,,34.00,24.00,29.0,30.50,0.30,
9-Mar-2019,2.60,34.00,23.00,28.5,30.50,6.30,
10-Mar-2019,25.80,35.00,22.00,28.5,30.50,4.90,
11-Mar-2019,,33.50,22.00,27.8,30.50,4.30,
12-Mar-2019,,35.00,25.00,30.0,30.00,6.20,
13-Mar-2019,,34.00,25.00,29.5,30.50,6.30,
14-Mar-2019,,35.00,24.00,29.5,31.00,6.00,
15-Mar-2019,,33.50,23.00,28.3,30.50,2.60,
16-Mar-2019,1.60,34.00,23.00,28.5,31.00,2.50,
17-Mar-2019,,33.00,24.00,28.5,30.50,2.50,
18-Mar-2019,,35.00,26.00,30.5,30.50,5.10,
19-Mar-2019,,34.50,26.00,30.3,31.00,5.50,
20-Mar-2019,24.00,35.00,24.50,29.8,31.50,3.90,
21-Mar-2019,5.60,35.00,22.00,28.5,31.00,3.70,
22-Mar-2019,,36.00,24.00,30.0,30.00,5.30,
23-Mar-2019,,36.00,24.00,30.0,0.00,1.30,
24-Mar-2019,,33.00,24.00,28.5,30.00,6.10,
25-Mar-2019,,34.00,24.00,29.0,30.50,3.30,
26-Mar-2019,,35.00,25.00,30.0,30.50,6.30,
27-Mar-2019,,36.00,25.00,30.5,31.00,6.50,
28-Mar-2019,,33.00,24.00,28.5,31.50,6.10,
29-Mar-2019,,36.00,25.00,30.5,31.50,5.00,
30-Mar-2019,,35.00,26.00,30.5,31.00,5.10,
31-Mar-2019,,35.00,22.00,28.5,30.00,5.70,
1-Apr-2019,,34.50,25.00,29.8,30.50,6.20,6.00
2-Apr-2019,,34.00,25.00,29.5,31.00,5.80,3.00
3-Apr-2019,,35.00,26.00,30.5,32.00,6.30,5.00
4-Apr-2019,49.30,36.00,22.00,29.0,32.00,6.50,3.00
5-Apr-2019,,34.00,25.00,29.5,30.50,7.10,5.00
6-Apr-2019,,35.00,26.00,30.5,31.00,5.80,5.00
7-Apr-2019,,35.00,26.00,30.5,31.00,6.60,3.00
8-Apr-2019,,31.50,22.50,27.0,30.00,7.40,4.00
9-Apr-2019,11.40,33.00,24.00,28.5,30.50,5.40,7.00
10-Apr-2019,,34.50,22.50,28.5,30.00,5.00,5.00
11-Apr-2019,,33.00,24.00,28.5,30.50,4.00,5.00
12-Apr-2019,,33.00,25.00,29.0,31.00,5.30,4.00
13-Apr-2019,69.30,34.00,22.00,28.0,28.50,5.10,3.00
14-Apr-2019,,30.00,21.00,25.5,29.50,1.60,3.00
15-Apr-2019,,28.50,22.50,25.5,30.00,7.10,5.00
16-Apr-2019,,33.00,23.00,28.0,30.00,6.20,5.00
17-Apr-2019,,33.00,22.50,27.8,29.50,6.10,4.00
18-Apr-2019,,33.00,24.00,28.5,30.50,5.20,5.00
19-Apr-2019,,33.50,26.00,29.8,29.50,5.10,5.00
20-Apr-2019,,34.00,25.00,29.5,31.00,4.90,3.00
21-Apr-2019,,32.00,26.00,29.0,31.00,3.70,6.00
22-Apr-2019,,33.00,25.00,29.0,31.00,6.20,3.00
23-Apr-2019,27.60,34.00,22.00,28.0,30.50,3.70,5.00
24-Apr-2019,,33.00,22.00,27.5,30.00,2.00,5.00
25-Apr-2019,,34.00,25.00,29.5,30.50,7.00,4.00
26-Apr-2019,,34.00,26.00,30.0,31.00,4.40,3.00
27-Apr-2019,,34.00,26.00,30.0,31.00,4.50,4.00
28-Apr-2019,,34.00,26.00,30.0,30.50,7.80,6.00
29-Apr-2019,,35.00,26.00,30.5,30.50,5.70,4.00
30-Apr-2019,,34.00,26.00,30.0,31.50,4.20,3.00
1-May-2019,,33.50,25.50,29.5,31.50,6.30,
2-May-2019,,33.00,25.00,29.0,31.50,5.80,
3-May-2019,24.20,33.00,23.00,28.0,31.00,6.30,
4-May-2019,,29.50,22.50,26.0,30.00,4.70,
5-May-2019,,30.00,23.00,26.5,30.00,5.80,
6-May-2019,,33.00,24.00,28.5,30.50,6.10,
7-May-2019,,32.00,25.00,28.5,30.50,6.30,
8-May-2019,,32.00,25.00,28.5,30.00,3.60,
9-May-2019,,34.00,24.50,29.3,30.00,4.20,
10-May-2019,,33.00,24.00,28.5,30.30,8.30,
11-May-2019,,31.00,23.00,27.0,30.00,1.60,
12-May-2019,,31.00,23.00,27.0,30.00,1.40,
13-May-2019,24.60,33.50,22.00,27.8,30.00,6.90,
14-May-2019,,30.00,24.00,27.0,29.50,0.50,
15-May-2019,62.50,30.00,25.00,27.5,29.00,5.60,
16-May-2019,,33.00,22.00,27.5,28.50,5.50,
17-May-2019,,31.00,24.00,27.5,29.50,1.10,
18-May-2019,,32.00,23.50,27.8,29.50,4.80,
19-May-2019,,34.00,24.00,29.0,30.00,7.30,
20-May-2019,,32.00,25.00,28.5,30.00,5.80,
21-May-2019,,28.00,23.00,25.5,30.00,0.50,
22-May-2019,,28.00,23.00,25.5,30.00,1.30,
23-May-2019,,32.00,23.00,27.5,30.00,4.00,
24-May-2019,24.40,34.00,24.00,29.0,31.00,6.10,
25-May-2019,,33.00,23.00,28.0,30.00,4.10,
26-May-2019,14.70,33.50,22.50,28.0,29.50,3.60,
27-May-2019,,32.00,22.00,27.0,29.00,2.80,
28-May-2019,,32.00,23.00,27.5,29.50,7.30,
29-May-2019,,33.00,25.00,29.0,28.50,5.40,
30-May-2019,,27.00,22.00,24.5,29.00,0.50,
31-May-2019,,31.00,24.00,27.5,29.00,4.60,
1-Jun-2019,,31.50,24.00,27.8,29.50,5.30,
2-Jun-2019,5.50,30.00,22.50,26.3,29.00,1.40,
3-Jun-2019,,31.00,22.00,26.5,29.00,3.60,
4-Jun-2019,,32.00,25.00,28.5,29.50,5.30,
5-Jun-2019,,32.00,25.00,28.5,29.50,5.40,
6-Jun-2019,72.60,31.00,24.50,27.8,29.50,5.50,
7-Jun-2019,,29.50,21.00,25.3,28.00,5.30,
8-Jun-2019,,30.00,22.00,26.0,28.00,2.20,
9-Jun-2019,12.50,31.00,24.50,27.8,29.00,3.60,
10-Jun-2019,,31.00,24.00,27.5,27.50,2.20,
11-Jun-2019,,28.00,24.50,26.3,29.00,2.70,
12-Jun-2019,,31.50,23.00,27.3,28.50,5.30,
13-Jun-2019,,30.00,24.00,27.0,28.50,3.20,
14-Jun-2019,6.60,31.50,24.00,27.8,28.00,1.10,
15-Jun-2019,7.50,31.50,23.00,27.3,29.00,0.80,
16-Jun-2019,,31.50,21.50,26.5,28.00,0.20,
17-Jun-2019,,31.50,22.00,26.8,28.00,5.10,
18-Jun-2019,,32.00,22.00,27.0,29.00,6.40,
19-Jun-2019,,32.00,23.00,27.5,30.00,6.80,
20-Jun-2019,,32.50,24.50,28.5,29.50,3.60,
21-Jun-2019,,33.00,22.00,27.5,29.00,0.60,
22-Jun-2019,48.30,32.00,24.00,28.0,29.00,2.20,
23-Jun-2019,,32.50,21.50,27.0,29.00,4.80,
24-Jun-2019,16.50,31.00,25.00,28.0,29.00,5.40,
25-Jun-2019,,27.00,23.00,25.0,29.00,3.30,
26-Jun-2019,14.50,29.00,23.00,26.0,29.00,2.40,
27-Jun-2019,,29.50,21.50,25.5,28.00,0.70,
